Token ID,Name,Rarity Score,Background,Base,Visor,Accent,Effects
89,"Alliance Forge Commander Helmet #89",23.83,Cosmic Purple,Standard Helmet,Blue Tint,Energy Lines,Particle Glow
538,"Alliance Forge Commander Helmet #538",23.83,Cosmic Purple,Heavy Helmet,Blue Tint,None,Tactical HUD
754,"Alliance Forge Commander Helmet #754",23.83,Cosmic Purple,Standard Helmet,Blue Tint,Alliance Insignia,Energy Aura
71,"Alliance Forge Commander Helmet #71",23.69,Space Blue,Standard Helmet,Clear Visor,Energy Lines,Energy Aura
76,"Alliance Forge Commander Helmet #76",23.69,Solar Yellow,Standard Helmet,Clear Visor,Alliance Insignia,Particle Glow
217,"Alliance Forge Commander Helmet #217",23.69,Space Blue,Standard Helmet,Clear Visor,Battle Scars,Tactical HUD
502,"Alliance Forge Commander Helmet #502",23.69,Deep Black,Heavy Helmet,Clear Visor,None,Particle Glow
534,"Alliance Forge Commander Helmet #534",23.69,Solar Yellow,Standard Helmet,Clear Visor,Battle Scars,Energy Aura
720,"Alliance Forge Commander Helmet #720",23.69,Nebula Red,Standard Helmet,Clear Visor,Energy Lines,Particle Glow
886,"Alliance Forge Commander Helmet #886",23.69,Nebula Red,Standard Helmet,Clear Visor,Alliance Insignia,Energy Aura
132,"Alliance Forge Commander Helmet #132",23.67,Solar Yellow,Elite Helmet,Red Tint,Battle Scars,None
284,"Alliance Forge Commander Helmet #284",23.67,Solar Yellow,Heavy Helmet,Red Tint,Alliance Insignia,None
381,"Alliance Forge Commander Helmet #381",23.67,Space Blue,Elite Helmet,Gold Tint,Battle Scars,None
740,"Alliance Forge Commander Helmet #740",23.67,Nebula Red,Heavy Helmet,Red Tint,Energy Lines,None
811,"Alliance Forge Commander Helmet #811",23.67,Nebula Red,Elite Helmet,Red Tint,Alliance Insignia,None
974,"Alliance Forge Commander Helmet #974",23.67,Space Blue,Heavy Helmet,Gold Tint,Alliance Insignia,None
81,"Alliance Forge Commander Helmet #81",23.52,Cosmic Purple,Heavy Helmet,Clear Visor,Energy Lines,Particle Glow
901,"Alliance Forge Commander Helmet #901",23.52,Cosmic Purple,Heavy Helmet,Clear Visor,Alliance Insignia,Energy Aura
171,"Alliance Forge Commander Helmet #171",23.5,Solar Yellow,Standard Helmet,Blue Tint,Energy Lines,None
246,"Alliance Forge Commander Helmet #246",23.5,Deep Black,Elite Helmet,Blue Tint,None,None
577,"Alliance Forge Commander Helmet #577",23.5,Deep Black,Standard Helmet,Blue Tint,Battle Scars,None
683,"Alliance Forge Commander Helmet #683",23.5,Cosmic Purple,Standard Helmet,Gold Tint,Alliance Insignia,None
69,"Alliance Forge Commander Helmet #69",23.33,Cosmic Purple,Elite Helmet,Blue Tint,Energy Lines,None
85,"Alliance Forge Commander Helmet #85",23.33,Solar Yellow,Standard Helmet,Red Tint,None,Energy Aura
147,"Alliance Forge Commander Helmet #147",23.33,Space Blue,Elite Helmet,Red Tint,Battle Scars,Particle Glow
267,"Alliance Forge Commander Helmet #267",23.33,Space Blue,Heavy Helmet,Red Tint,Alliance Insignia,Particle Glow
303,"Alliance Forge Commander Helmet #303",23.33,Space Blue,Standard Helmet,Gold Tint,None,Energy Aura
348,"Alliance Forge Commander Helmet #348",23.33,Space Blue,Standard Helmet,Red Tint,None,Tactical HUD
592,"Alliance Forge Commander Helmet #592",23.33,Nebula Red,Heavy Helmet,Red Tint,Battle Scars,Particle Glow
752,"Alliance Forge Commander Helmet #752",23.33,Nebula Red,Standard Helmet,Gold Tint,None,Particle Glow
11,"Alliance Forge Commander Helmet #11",23.19,Space Blue,Standard Helmet,Clear Visor,Command Stripes,None
203,"Alliance Forge Commander Helmet #203",23.19,Deep Black,Heavy Helmet,Clear Visor,Battle Scars,None
281,"Alliance Forge Commander Helmet #281",23.19,Solar Yellow,Heavy Helmet,Clear Visor,Energy Lines,None
401,"Alliance Forge Commander Helmet #401",23.19,Space Blue,Legendary Helmet,Clear Visor,None,None
574,"Alliance Forge Commander Helmet #574",23.19,Solar Yellow,Elite Helmet,Clear Visor,Alliance Insignia,None
623,"Alliance Forge Commander Helmet #623",23.19,Nebula Red,Elite Helmet,Clear Visor,Energy Lines,None
66,"Alliance Forge Commander Helmet #66",23.17,Space Blue,Standard Helmet,Blue Tint,Alliance Insignia,Energy Aura
237,"Alliance Forge Commander Helmet #237",23.17,Cosmic Purple,Heavy Helmet,Gold Tint,None,Particle Glow
250,"Alliance Forge Commander Helmet #250",23.17,Solar Yellow,Heavy Helmet,Blue Tint,None,Energy Aura
296,"Alliance Forge Commander Helmet #296",23.17,Cosmic Purple,Standard Helmet,Red Tint,Alliance Insignia,Particle Glow
668,"Alliance Forge Commander Helmet #668",23.17,Cosmic Purple,Standard Helmet,Red Tint,Battle Scars,Energy Aura
726,"Alliance Forge Commander Helmet #726",23.17,Space Blue,Heavy Helmet,Blue Tint,None,Tactical HUD
829,"Alliance Forge Commander Helmet #829",23.17,Space Blue,Standard Helmet,Blue Tint,Energy Lines,Particle Glow
872,"Alliance Forge Commander Helmet #872",23.17,Nebula Red,Elite Helmet,Blue Tint,None,Energy Aura
83,"Alliance Forge Commander Helmet #83",23.0,Cosmic Purple,Standard Helmet,Blue Tint,None,Tactical HUD
297,"Alliance Forge Commander Helmet #297",23.0,Cosmic Purple,Heavy Helmet,Blue Tint,Battle Scars,Energy Aura
749,"Alliance Forge Commander Helmet #749",23.0,Cosmic Purple,Heavy Helmet,Blue Tint,Alliance Insignia,Particle Glow
29,"Alliance Forge Commander Helmet #29",22.86,Nebula Red,Heavy Helmet,Clear Visor,Alliance Insignia,Particle Glow
146,"Alliance Forge Commander Helmet #146",22.86,Deep Black,Standard Helmet,Clear Visor,None,Particle Glow
159,"Alliance Forge Commander Helmet #159",22.86,Space Blue,Heavy Helmet,Clear Visor,Alliance Insignia,Energy Aura
400,"Alliance Forge Commander Helmet #400",22.86,Nebula Red,Standard Helmet,Clear Visor,None,Tactical HUD
527,"Alliance Forge Commander Helmet #527",22.86,Space Blue,Elite Helmet,Clear Visor,Alliance Insignia,Particle Glow
689,"Alliance Forge Commander Helmet #689",22.86,Solar Yellow,Heavy Helmet,Clear Visor,Battle Scars,Particle Glow
764,"Alliance Forge Commander Helmet #764",22.86,Space Blue,Heavy Helmet,Clear Visor,Energy Lines,Particle Glow
204,"Alliance Forge Commander Helmet #204",22.83,Space Blue,Standard Helmet,Gold Tint,Alliance Insignia,None
384,"Alliance Forge Commander Helmet #384",22.83,Deep Black,Heavy Helmet,Red Tint,None,None
659,"Alliance Forge Commander Helmet #659",22.83,Nebula Red,Standard Helmet,Red Tint,Energy Lines,None
753,"Alliance Forge Commander Helmet #753",22.83,Solar Yellow,Heavy Helmet,Gold Tint,None,None
772,"Alliance Forge Commander Helmet #772",22.83,Solar Yellow,Standard Helmet,Red Tint,Alliance Insignia,None
920,"Alliance Forge Commander Helmet #920",22.83,Nebula Red,Elite Helmet,Gold Tint,None,None
993,"Alliance Forge Commander Helmet #993",22.83,Nebula Red,Standard Helmet,Gold Tint,Battle Scars,None
108,"Alliance Forge Commander Helmet #108",22.69,Cosmic Purple,Standard Helmet,Clear Visor,Energy Lines,Particle Glow
200,"Alliance Forge Commander Helmet #200",22.67,Space Blue,Elite Helmet,Blue Tint,Energy Lines,None
473,"Alliance Forge Commander Helmet #473",22.67,Cosmic Purple,Elite Helmet,Red Tint,Alliance Insignia,None
519,"Alliance Forge Commander Helmet #519",22.67,Nebula Red,Heavy Helmet,Blue Tint,Energy Lines,None
774,"Alliance Forge Commander Helmet #774",22.67,Solar Yellow,Heavy Helmet,Blue Tint,Alliance Insignia,None
833,"Alliance Forge Commander Helmet #833",22.67,Cosmic Purple,Heavy Helmet,Gold Tint,Battle Scars,None
986,"Alliance Forge Commander Helmet #986",22.67,Solar Yellow,Elite Helmet,Blue Tint,Battle Scars,None
93,"Alliance Forge Commander Helmet #93",22.5,Space Blue,Standard Helmet,Red Tint,Battle Scars,Energy Aura
283,"Alliance Forge Commander Helmet #283",22.5,Space Blue,Standard Helmet,Red Tint,Alliance Insignia,Particle Glow
699,"Alliance Forge Commander Helmet #699",22.5,Nebula Red,Elite Helmet,Red Tint,None,Particle Glow
790,"Alliance Forge Commander Helmet #790",22.5,Nebula Red,Standard Helmet,Red Tint,Battle Scars,Particle Glow
813,"Alliance Forge Commander Helmet #813",22.5,Space Blue,Heavy Helmet,Gold Tint,None,Particle Glow
199,"Alliance Forge Commander Helmet #199",22.36,Solar Yellow,Standard Helmet,Clear Visor,Energy Lines,None
517,"Alliance Forge Commander Helmet #517",22.36,Deep Black,Elite Helmet,Clear Visor,None,None
557,"Alliance Forge Commander Helmet #557",22.36,Deep Black,Standard Helmet,Clear Visor,Battle Scars,None
222,"Alliance Forge Commander Helmet #222",22.33,Cosmic Purple,Heavy Helmet,Red Tint,Battle Scars,Particle Glow
427,"Alliance Forge Commander Helmet #427",22.33,Solar Yellow,Standard Helmet,Blue Tint,None,Energy Aura
433,"Alliance Forge Commander Helmet #433",22.33,Space Blue,Heavy Helmet,Blue Tint,Battle Scars,Energy Aura
600,"Alliance Forge Commander Helmet #600",22.33,Nebula Red,Heavy Helmet,Blue Tint,Battle Scars,Particle Glow
738,"Alliance Forge Commander Helmet #738",22.33,Space Blue,Standard Helmet,Blue Tint,None,Tactical HUD
985,"Alliance Forge Commander Helmet #985",22.33,Cosmic Purple,Standard Helmet,Gold Tint,None,Particle Glow
287,"Alliance Forge Commander Helmet #287",22.19,Cosmic Purple,Elite Helmet,Clear Visor,Energy Lines,None
68,"Alliance Forge Commander Helmet #68",22.17,Cosmic Purple,Standard Helmet,Blue Tint,Battle Scars,Energy Aura
333,"Alliance Forge Commander Helmet #333",22.17,Cosmic Purple,Standard Helmet,Blue Tint,Alliance Insignia,Particle Glow
512,"Alliance Forge Commander Helmet #512",22.17,Cosmic Purple,Elite Helmet,Blue Tint,None,Energy Aura
164,"Alliance Forge Commander Helmet #164",22.02,Space Blue,Heavy Helmet,Clear Visor,None,Tactical HUD
195,"Alliance Forge Commander Helmet #195",22.02,Nebula Red,Standard Helmet,Clear Visor,Alliance Insignia,Particle Glow
252,"Alliance Forge Commander Helmet #252",22.02,Space Blue,Standard Helmet,Clear Visor,Alliance Insignia,Energy Aura
260,"Alliance Forge Commander Helmet #260",22.02,Nebula Red,Standard Helmet,Clear Visor,Battle Scars,Energy Aura
478,"Alliance Forge Commander Helmet #478",22.02,Solar Yellow,Heavy Helmet,Clear Visor,None,Energy Aura
787,"Alliance Forge Commander Helmet #787",22.02,Nebula Red,Elite Helmet,Clear Visor,None,Energy Aura
935,"Alliance Forge Commander Helmet #935",22.02,Space Blue,Standard Helmet,Clear Visor,Energy Lines,Particle Glow
305,"Alliance Forge Commander Helmet #305",22.0,Nebula Red,Heavy Helmet,Red Tint,Alliance Insignia,None
356,"Alliance Forge Commander Helmet #356",22.0,Solar Yellow,Standard Helmet,Gold Tint,None,None
422,"Alliance Forge Commander Helmet #422",22.0,Space Blue,Heavy Helmet,Gold Tint,Battle Scars,None
462,"Alliance Forge Commander Helmet #462",22.0,Space Blue,Heavy Helmet,Red Tint,Energy Lines,None
511,"Alliance Forge Commander Helmet #511",22.0,Nebula Red,Elite Helmet,Red Tint,Battle Scars,None
631,"Alliance Forge Commander Helmet #631",22.0,Space Blue,Elite Helmet,Red Tint,Alliance Insignia,None
643,"Alliance Forge Commander Helmet #643",22.0,Deep Black,Standard Helmet,Red Tint,None,None
6,"Alliance Forge Commander Helmet #6",21.86,Cosmic Purple,Heavy Helmet,Clear Visor,Alliance Insignia,Particle Glow
113,"Alliance Forge Commander Helmet #113",21.86,Cosmic Purple,Elite Helmet,Clear Visor,Battle Scars,Particle Glow
220,"Alliance Forge Commander Helmet #220",21.86,Cosmic Purple,Standard Helmet,Clear Visor,None,Tactical HUD
24,"Alliance Forge Commander Helmet #24",21.83,Solar Yellow,Standard Helmet,Blue Tint,Alliance Insignia,None
231,"Alliance Forge Commander Helmet #231",21.83,Cosmic Purple,Elite Helmet,Gold Tint,None,None
576,"Alliance Forge Commander Helmet #576",21.83,Cosmic Purple,Standard Helmet,Red Tint,Energy Lines,None
647,"Alliance Forge Commander Helmet #647",21.83,Nebula Red,Standard Helmet,Blue Tint,Energy Lines,None
852,"Alliance Forge Commander Helmet #852",21.83,Deep Black,Heavy Helmet,Blue Tint,None,None
914,"Alliance Forge Commander Helmet #914",21.83,Cosmic Purple,Standard Helmet,Gold Tint,Battle Scars,None
50,"Alliance Forge Commander Helmet #50",21.67,Space Blue,Heavy Helmet,Red Tint,Battle Scars,Particle Glow
125,"Alliance Forge Commander Helmet #125",21.67,Space Blue,Standard Helmet,Gold Tint,None,Particle Glow
701,"Alliance Forge Commander Helmet #701",21.67,Cosmic Purple,Elite Helmet,Blue Tint,Alliance Insignia,None
812,"Alliance Forge Commander Helmet #812",21.67,Nebula Red,Standard Helmet,Red Tint,None,Energy Aura
851,"Alliance Forge Commander Helmet #851",21.67,Solar Yellow,Standard Helmet,Red Tint,None,Particle Glow
40,"Alliance Forge Commander Helmet #40",21.52,Nebula Red,Heavy Helmet,Clear Visor,Energy Lines,None
201,"Alliance Forge Commander Helmet #201",21.52,Solar Yellow,Heavy Helmet,Clear Visor,Alliance Insignia,None
640,"Alliance Forge Commander Helmet #640",21.52,Nebula Red,Elite Helmet,Clear Visor,Alliance Insignia,None
807,"Alliance Forge Commander Helmet #807",21.52,Solar Yellow,Elite Helmet,Clear Visor,Battle Scars,None
8,"Alliance Forge Commander Helmet #8",21.5,Cosmic Purple,Heavy Helmet,Red Tint,None,Energy Aura
64,"Alliance Forge Commander Helmet #64",21.5,Nebula Red,Heavy Helmet,Blue Tint,None,Energy Aura
94,"Alliance Forge Commander Helmet #94",21.5,Nebula Red,Standard Helmet,Blue Tint,Battle Scars,Particle Glow
293,"Alliance Forge Commander Helmet #293",21.5,Cosmic Purple,Standard Helmet,Red Tint,Battle Scars,Particle Glow
350,"Alliance Forge Commander Helmet #350",21.5,Space Blue,Standard Helmet,Blue Tint,Battle Scars,Energy Aura
398,"Alliance Forge Commander Helmet #398",21.5,Nebula Red,Elite Helmet,Blue Tint,None,Particle Glow
737,"Alliance Forge Commander Helmet #737",21.5,Cosmic Purple,Elite Helmet,Red Tint,None,Particle Glow
443,"Alliance Forge Commander Helmet #443",21.33,Cosmic Purple,Heavy Helmet,Blue Tint,Battle Scars,Particle Glow
366,"Alliance Forge Commander Helmet #366",21.19,Solar Yellow,Standard Helmet,Clear Visor,None,Energy Aura
441,"Alliance Forge Commander Helmet #441",21.19,Space Blue,Heavy Helmet,Clear Visor,Alliance Insignia,Particle Glow
535,"Alliance Forge Commander Helmet #535",21.19,Space Blue,Heavy Helmet,Clear Visor,Battle Scars,Energy Aura
678,"Alliance Forge Commander Helmet #678",21.19,Space Blue,Elite Helmet,Clear Visor,Battle Scars,Particle Glow
755,"Alliance Forge Commander Helmet #755",21.19,Nebula Red,Heavy Helmet,Clear Visor,Battle Scars,Particle Glow
771,"Alliance Forge Commander Helmet #771",21.19,Space Blue,Standard Helmet,Clear Visor,None,Tactical HUD
80,"Alliance Forge Commander Helmet #80",21.17,Solar Yellow,Standard Helmet,Red Tint,Battle Scars,None
126,"Alliance Forge Commander Helmet #126",21.17,Space Blue,Standard Helmet,Red Tint,Energy Lines,None
264,"Alliance Forge Commander Helmet #264",21.17,Nebula Red,Standard Helmet,Red Tint,Alliance Insignia,None
447,"Alliance Forge Commander Helmet #447",21.17,Space Blue,Standard Helmet,Gold Tint,Battle Scars,None
674,"Alliance Forge Commander Helmet #674",21.17,Solar Yellow,Elite Helmet,Red Tint,None,None
867,"Alliance Forge Commander Helmet #867",21.17,Nebula Red,Heavy Helmet,Gold Tint,None,None
933,"Alliance Forge Commander Helmet #933",21.17,Space Blue,Elite Helmet,Gold Tint,None,None
106,"Alliance Forge Commander Helmet #106",21.02,Cosmic Purple,Standard Helmet,Clear Visor,Alliance Insignia,Particle Glow
339,"Alliance Forge Commander Helmet #339",21.02,Cosmic Purple,Elite Helmet,Clear Visor,None,Energy Aura
360,"Alliance Forge Commander Helmet #360",21.02,Cosmic Purple,Standard Helmet,Clear Visor,Battle Scars,Energy Aura
5,"Alliance Forge Commander Helmet #5",21.0,Deep Black,Standard Helmet,Blue Tint,None,None
174,"Alliance Forge Commander Helmet #174",21.0,Solar Yellow,Heavy Helmet,Blue Tint,Battle Scars,None
238,"Alliance Forge Commander Helmet #238",21.0,Nebula Red,Heavy Helmet,Blue Tint,Alliance Insignia,None
308,"Alliance Forge Commander Helmet #308",21.0,Cosmic Purple,Elite Helmet,Red Tint,Battle Scars,None
523,"Alliance Forge Commander Helmet #523",21.0,Space Blue,Elite Helmet,Blue Tint,Alliance Insignia,None
823,"Alliance Forge Commander Helmet #823",21.0,Cosmic Purple,Heavy Helmet,Red Tint,Alliance Insignia,None
116,"Alliance Forge Commander Helmet #116",20.83,Cosmic Purple,Standard Helmet,Blue Tint,Energy Lines,None
262,"Alliance Forge Commander Helmet #262",20.83,Nebula Red,Heavy Helmet,Red Tint,None,Particle Glow
794,"Alliance Forge Commander Helmet #794",20.83,Space Blue,Standard Helmet,Red Tint,Battle Scars,Particle Glow
53,"Alliance Forge Commander Helmet #53",20.69,Deep Black,Heavy Helmet,Clear Visor,None,None
387,"Alliance Forge Commander Helmet #387",20.69,Solar Yellow,Standard Helmet,Clear Visor,Alliance Insignia,None
856,"Alliance Forge Commander Helmet #856",20.69,Nebula Red,Standard Helmet,Clear Visor,Energy Lines,None
248,"Alliance Forge Commander Helmet #248",20.67,Cosmic Purple,Standard Helmet,Red Tint,None,Energy Aura
636,"Alliance Forge Commander Helmet #636",20.67,Nebula Red,Standard Helmet,Blue Tint,None,Energy Aura
941,"Alliance Forge Commander Helmet #941",20.67,Solar Yellow,Standard Helmet,Blue Tint,None,Particle Glow
48,"Alliance Forge Commander Helmet #48",20.52,Cosmic Purple,Heavy Helmet,Clear Visor,Energy Lines,None
91,"Alliance Forge Commander Helmet #91",20.52,Cosmic Purple,Elite Helmet,Clear Visor,Alliance Insignia,None
521,"Alliance Forge Commander Helmet #521",20.5,Cosmic Purple,Standard Helmet,Blue Tint,Battle Scars,Particle Glow
23,"Alliance Forge Commander Helmet #23",20.36,Nebula Red,Standard Helmet,Clear Visor,Battle Scars,Particle Glow
142,"Alliance Forge Commander Helmet #142",20.36,Nebula Red,Elite Helmet,Clear Visor,None,Particle Glow
179,"Alliance Forge Commander Helmet #179",20.36,Space Blue,Standard Helmet,Clear Visor,Battle Scars,Energy Aura
190,"Alliance Forge Commander Helmet #190",20.36,Solar Yellow,Heavy Helmet,Clear Visor,None,Particle Glow
377,"Alliance Forge Commander Helmet #377",20.36,Nebula Red,Heavy Helmet,Clear Visor,None,Energy Aura
393,"Alliance Forge Commander Helmet #393",20.36,Space Blue,Standard Helmet,Clear Visor,Alliance Insignia,Particle Glow
995,"Alliance Forge Commander Helmet #995",20.36,Space Blue,Elite Helmet,Clear Visor,None,Energy Aura
97,"Alliance Forge Commander Helmet #97",20.33,Space Blue,Heavy Helmet,Red Tint,Alliance Insignia,None
173,"Alliance Forge Commander Helmet #173",20.33,Nebula Red,Heavy Helmet,Red Tint,Battle Scars,None
208,"Alliance Forge Commander Helmet #208",20.33,Nebula Red,Standard Helmet,Gold Tint,None,None
587,"Alliance Forge Commander Helmet #587",20.33,Space Blue,Elite Helmet,Red Tint,Battle Scars,None
355,"Alliance Forge Commander Helmet #355",20.19,Cosmic Purple,Heavy Helmet,Clear Visor,Battle Scars,Particle Glow
117,"Alliance Forge Commander Helmet #117",20.17,Solar Yellow,Standard Helmet,Blue Tint,Battle Scars,None
256,"Alliance Forge Commander Helmet #256",20.17,Cosmic Purple,Heavy Helmet,Gold Tint,None,None
292,"Alliance Forge Commander Helmet #292",20.17,Nebula Red,Standard Helmet,Blue Tint,Alliance Insignia,None
444,"Alliance Forge Commander Helmet #444",20.17,Space Blue,Standard Helmet,Blue Tint,Energy Lines,None
571,"Alliance Forge Commander Helmet #571",20.17,Cosmic Purple,Standard Helmet,Red Tint,Alliance Insignia,None
572,"Alliance Forge Commander Helmet #572",20.17,Solar Yellow,Elite Helmet,Blue Tint,None,None
54,"Alliance Forge Commander Helmet #54",20.0,Space Blue,Standard Helmet,Red Tint,None,Energy Aura
272,"Alliance Forge Commander Helmet #272",20.0,Cosmic Purple,Heavy Helmet,Blue Tint,Alliance Insignia,None
353,"Alliance Forge Commander Helmet #353",20.0,Nebula Red,Standard Helmet,Red Tint,None,Particle Glow
33,"Alliance Forge Commander Helmet #33",19.86,Space Blue,Elite Helmet,Clear Visor,Alliance Insignia,None
112,"Alliance Forge Commander Helmet #112",19.86,Nebula Red,Elite Helmet,Clear Visor,Battle Scars,None
315,"Alliance Forge Commander Helmet #315",19.86,Space Blue,Heavy Helmet,Clear Visor,Energy Lines,None
460,"Alliance Forge Commander Helmet #460",19.86,Deep Black,Standard Helmet,Clear Visor,None,None
543,"Alliance Forge Commander Helmet #543",19.86,Nebula Red,Heavy Helmet,Clear Visor,Alliance Insignia,None
646,"Alliance Forge Commander Helmet #646",19.86,Solar Yellow,Heavy Helmet,Clear Visor,Battle Scars,None
181,"Alliance Forge Commander Helmet #181",19.83,Space Blue,Standard Helmet,Blue Tint,Battle Scars,Particle Glow
492,"Alliance Forge Commander Helmet #492",19.83,Nebula Red,Heavy Helmet,Blue Tint,None,Particle Glow
704,"Alliance Forge Commander Helmet #704",19.83,Space Blue,Heavy Helmet,Blue Tint,None,Energy Aura
865,"Alliance Forge Commander Helmet #865",19.83,Cosmic Purple,Heavy Helmet,Red Tint,None,Particle Glow
741,"Alliance Forge Commander Helmet #741",19.69,Cosmic Purple,Standard Helmet,Clear Visor,Energy Lines,None
488,"Alliance Forge Commander Helmet #488",19.67,Cosmic Purple,Standard Helmet,Blue Tint,None,Energy Aura
566,"Alliance Forge Commander Helmet #566",19.52,Solar Yellow,Standard Helmet,Clear Visor,None,Particle Glow
639,"Alliance Forge Commander Helmet #639",19.52,Nebula Red,Standard Helmet,Clear Visor,None,Energy Aura
207,"Alliance Forge Commander Helmet #207",19.5,Solar Yellow,Heavy Helmet,Red Tint,None,None
230,"Alliance Forge Commander Helmet #230",19.5,Nebula Red,Standard Helmet,Red Tint,Battle Scars,None
239,"Alliance Forge Commander Helmet #239",19.5,Space Blue,Heavy Helmet,Gold Tint,None,None
345,"Alliance Forge Commander Helmet #345",19.5,Nebula Red,Elite Helmet,Red Tint,None,None
469,"Alliance Forge Commander Helmet #469",19.5,Space Blue,Standard Helmet,Red Tint,Alliance Insignia,None
666,"Alliance Forge Commander Helmet #666",19.36,Cosmic Purple,Elite Helmet,Clear Visor,None,Particle Glow
803,"Alliance Forge Commander Helmet #803",19.36,Cosmic Purple,Heavy Helmet,Clear Visor,None,Energy Aura
844,"Alliance Forge Commander Helmet #844",19.36,Cosmic Purple,Standard Helmet,Clear Visor,Battle Scars,Particle Glow
105,"Alliance Forge Commander Helmet #105",19.33,Cosmic Purple,Heavy Helmet,Red Tint,Battle Scars,None
119,"Alliance Forge Commander Helmet #119",19.33,Space Blue,Elite Helmet,Blue Tint,Battle Scars,None
459,"Alliance Forge Commander Helmet #459",19.33,Space Blue,Heavy Helmet,Blue Tint,Alliance Insignia,None
483,"Alliance Forge Commander Helmet #483",19.33,Cosmic Purple,Standard Helmet,Gold Tint,None,None
708,"Alliance Forge Commander Helmet #708",19.33,Nebula Red,Heavy Helmet,Blue Tint,Battle Scars,None
38,"Alliance Forge Commander Helmet #38",19.17,Cosmic Purple,Standard Helmet,Blue Tint,Alliance Insignia,None
78,"Alliance Forge Commander Helmet #78",19.02,Solar Yellow,Elite Helmet,Clear Visor,None,None
206,"Alliance Forge Commander Helmet #206",19.02,Space Blue,Standard Helmet,Clear Visor,Energy Lines,None
487,"Alliance Forge Commander Helmet #487",19.02,Nebula Red,Standard Helmet,Clear Visor,Alliance Insignia,None
892,"Alliance Forge Commander Helmet #892",19.02,Solar Yellow,Standard Helmet,Clear Visor,Battle Scars,None
15,"Alliance Forge Commander Helmet #15",19.0,Space Blue,Standard Helmet,Blue Tint,None,Energy Aura
170,"Alliance Forge Commander Helmet #170",19.0,Nebula Red,Standard Helmet,Blue Tint,None,Particle Glow
22,"Alliance Forge Commander Helmet #22",18.86,Cosmic Purple,Heavy Helmet,Clear Visor,Alliance Insignia,None
229,"Alliance Forge Commander Helmet #229",18.83,Cosmic Purple,Heavy Helmet,Blue Tint,None,Particle Glow
101,"Alliance Forge Commander Helmet #101",18.69,Space Blue,Heavy Helmet,Clear Visor,None,Energy Aura
233,"Alliance Forge Commander Helmet #233",18.69,Nebula Red,Heavy Helmet,Clear Visor,None,Particle Glow
286,"Alliance Forge Commander Helmet #286",18.69,Space Blue,Elite Helmet,Clear Visor,None,Particle Glow
860,"Alliance Forge Commander Helmet #860",18.69,Space Blue,Standard Helmet,Clear Visor,Battle Scars,Particle Glow
47,"Alliance Forge Commander Helmet #47",18.67,Solar Yellow,Standard Helmet,Red Tint,None,None
136,"Alliance Forge Commander Helmet #136",18.67,Space Blue,Standard Helmet,Gold Tint,None,None
244,"Alliance Forge Commander Helmet #244",18.67,Space Blue,Heavy Helmet,Red Tint,Battle Scars,None
77,"Alliance Forge Commander Helmet #77",18.52,Cosmic Purple,Standard Helmet,Clear Visor,None,Energy Aura
98,"Alliance Forge Commander Helmet #98",18.5,Nebula Red,Elite Helmet,Blue Tint,None,None
107,"Alliance Forge Commander Helmet #107",18.5,Space Blue,Standard Helmet,Blue Tint,Alliance Insignia,None
323,"Alliance Forge Commander Helmet #323",18.5,Cosmic Purple,Elite Helmet,Red Tint,None,None
425,"Alliance Forge Commander Helmet #425",18.5,Solar Yellow,Heavy Helmet,Blue Tint,None,None
782,"Alliance Forge Commander Helmet #782",18.5,Nebula Red,Standard Helmet,Blue Tint,Battle Scars,None
440,"Alliance Forge Commander Helmet #440",18.33,Space Blue,Standard Helmet,Red Tint,None,Particle Glow
442,"Alliance Forge Commander Helmet #442",18.33,Cosmic Purple,Heavy Helmet,Blue Tint,Battle Scars,None
127,"Alliance Forge Commander Helmet #127",18.19,Space Blue,Elite Helmet,Clear Visor,Battle Scars,None
295,"Alliance Forge Commander Helmet #295",18.19,Space Blue,Heavy Helmet,Clear Visor,Alliance Insignia,None
582,"Alliance Forge Commander Helmet #582",18.19,Nebula Red,Heavy Helmet,Clear Visor,Battle Scars,None
702,"Alliance Forge Commander Helmet #702",18.17,Space Blue,Heavy Helmet,Blue Tint,None,Particle Glow
314,"Alliance Forge Commander Helmet #314",18.02,Cosmic Purple,Standard Helmet,Clear Visor,Alliance Insignia,None
570,"Alliance Forge Commander Helmet #570",18.0,Cosmic Purple,Standard Helmet,Blue Tint,None,Particle Glow
1,"Alliance Forge Commander Helmet #1",17.86,Nebula Red,Standard Helmet,Clear Visor,None,Particle Glow
31,"Alliance Forge Commander Helmet #31",17.86,Space Blue,Standard Helmet,Clear Visor,None,Energy Aura
19,"Alliance Forge Commander Helmet #19",17.83,Nebula Red,Heavy Helmet,Red Tint,None,None
84,"Alliance Forge Commander Helmet #84",17.83,Space Blue,Standard Helmet,Red Tint,Battle Scars,None
149,"Alliance Forge Commander Helmet #149",17.83,Space Blue,Elite Helmet,Red Tint,None,None
827,"Alliance Forge Commander Helmet #827",17.69,Cosmic Purple,Heavy Helmet,Clear Visor,None,Particle Glow
62,"Alliance Forge Commander Helmet #62",17.67,Space Blue,Heavy Helmet,Blue Tint,Battle Scars,None
109,"Alliance Forge Commander Helmet #109",17.67,Solar Yellow,Standard Helmet,Blue Tint,None,None
310,"Alliance Forge Commander Helmet #310",17.5,Cosmic Purple,Elite Helmet,Blue Tint,None,None
